Date,Open,High,Low,Close,Volume,Market Cap
18-Aug-18,0.363027,0.369954,0.317115,0.3271,"434,332,000","14,293,247,833"
17-Aug-18,0.292808,0.373619,0.292766,0.366676,"497,206,000","11,528,558,090"
16-Aug-18,0.282034,0.300958,0.278203,0.292436,"238,219,000","11,104,340,439"
15-Aug-18,0.276797,0.301744,0.276797,0.282005,"332,432,000","10,898,166,615"
14-Aug-18,0.278738,0.279615,0.253983,0.274272,"276,768,000","10,974,569,489"
13-Aug-18,0.297572,0.31068,0.276544,0.277466,"235,117,000","11,694,547,623"
12-Aug-18,0.300604,0.309376,0.297057,0.29787,"178,827,000","11,813,701,285"
11-Aug-18,0.321122,0.32121,0.291582,0.301262,"284,423,000","12,620,041,078"
10-Aug-18,0.346167,0.347973,0.316909,0.320426,"249,264,000","13,604,325,471"
9-Aug-18,0.333771,0.359654,0.332608,0.346771,"325,775,000","13,117,166,262"
8-Aug-18,0.380875,0.380875,0.326996,0.331944,"360,857,000","14,968,341,740"
7-Aug-18,0.413776,0.415917,0.379526,0.381006,"244,448,000","16,261,364,052"
6-Aug-18,0.433886,0.435794,0.40668,0.414081,"242,075,000","17,051,681,452"
5-Aug-18,0.42858,0.434594,0.427522,0.433638,"186,848,000","16,843,146,733"
4-Aug-18,0.441039,0.443058,0.427125,0.428507,"185,678,000","17,332,793,629"
3-Aug-18,0.430397,0.443633,0.426481,0.440571,"278,870,000","16,921,348,859"
2-Aug-18,0.447016,0.447645,0.429939,0.430254,"204,898,000","17,574,734,907"
1-Aug-18,0.435562,0.459134,0.427168,0.445852,"323,200,000","17,124,399,552"
31-Jul-18,0.445892,0.446124,0.427753,0.435225,"228,767,000","17,530,533,747"
30-Jul-18,0.453469,0.454549,0.436964,0.446107,"247,714,000","17,828,443,993"
29-Jul-18,0.456606,0.45714,0.450249,0.453306,"191,966,000","17,951,776,768"
28-Jul-18,0.454599,0.45617,0.449695,0.453667,"157,346,000","17,872,869,376"
27-Jul-18,0.449623,0.459486,0.445224,0.453635,"203,720,992","17,677,234,176"
26-Jul-18,0.459447,0.466983,0.446849,0.44992,"199,587,008","18,063,472,640"
25-Jul-18,0.455842,0.465526,0.450719,0.459829,"255,872,000","17,921,738,752"
24-Jul-18,0.445559,0.466819,0.438565,0.457623,"319,956,000","17,517,457,408"
23-Jul-18,0.449121,0.461783,0.444498,0.445276,"194,542,000","17,657,499,648"
22-Jul-18,0.455002,0.460989,0.44914,0.449311,"158,906,000","17,888,714,752"
21-Jul-18,0.446219,0.458755,0.438318,0.45541,"180,339,008","17,543,405,568"
20-Jul-18,0.476485,0.476485,0.436483,0.446994,"295,403,008","18,733,334,528"
19-Jul-18,0.487577,0.491237,0.471724,0.476433,"293,942,016","19,143,464,960"
18-Jul-18,0.505118,0.51956,0.477234,0.486389,"367,988,992","19,832,168,448"
17-Jul-18,0.481301,0.516604,0.470048,0.505587,"347,700,000","18,897,053,696"
16-Jul-18,0.446413,0.483401,0.444505,0.483401,"269,283,008","17,527,265,280"
15-Jul-18,0.439095,0.448987,0.437194,0.445894,"152,903,008","17,239,943,168"
14-Jul-18,0.438561,0.441646,0.433895,0.439271,"134,840,992","17,218,975,744"
13-Jul-18,0.436514,0.444508,0.434805,0.438741,"179,403,008","17,138,606,080"
12-Jul-18,0.449882,0.449972,0.428033,0.435364,"182,139,008","17,663,467,520"
11-Jul-18,0.445127,0.452545,0.443574,0.450233,"183,887,008","17,476,773,888"
10-Jul-18,0.473855,0.474336,0.443261,0.445042,"230,418,000","18,604,705,792"
9-Jul-18,0.477291,0.480774,0.472653,0.47427,"206,344,992","18,739,611,648"
8-Jul-18,0.492319,0.494895,0.475966,0.477749,"226,644,000","19,329,646,592"
7-Jul-18,0.478617,0.492477,0.467716,0.492477,"214,979,008","18,791,673,856"
6-Jul-18,0.480579,0.481473,0.462414,0.479151,"245,003,008","18,868,705,280"
5-Jul-18,0.490422,0.497402,0.472966,0.481625,"279,999,008","19,254,996,992"
4-Jul-18,0.485584,0.503604,0.475774,0.490043,"313,828,992","19,065,044,992"
3-Jul-18,0.486259,0.515696,0.480843,0.485223,"410,225,984","19,091,548,160"
2-Jul-18,0.461606,0.488924,0.453839,0.486122,"335,919,008","18,123,620,352"
1-Jul-18,0.465944,0.46628,0.450816,0.461358,"267,224,992","18,293,938,176"
30-Jun-18,0.454112,0.480147,0.454112,0.466245,"345,528,992","17,829,388,288"
29-Jun-18,0.448354,0.45834,0.427302,0.45308,"309,777,984","17,603,317,760"
28-Jun-18,0.47033,0.471683,0.44575,0.448458,"220,566,000","18,466,123,776"
27-Jun-18,0.455551,0.472758,0.45196,0.47037,"215,618,000","17,885,888,512"
26-Jun-18,0.482381,0.482872,0.456001,0.456001,"179,426,000","18,939,273,216"
25-Jun-18,0.477106,0.49111,0.47556,0.481753,"231,728,992","18,724,169,728"
24-Jun-18,0.491773,0.493725,0.450048,0.47738,"369,520,000","19,299,774,464"
23-Jun-18,0.487309,0.496713,0.480874,0.491284,"204,927,008","19,124,588,544"
22-Jun-18,0.535091,0.535091,0.477286,0.486947,"339,428,992","20,999,798,784"
21-Jun-18,0.539228,0.547007,0.530697,0.534775,"194,312,000","21,162,160,128"
20-Jun-18,0.549738,0.550554,0.525859,0.539286,"256,920,000","21,574,639,616"
19-Jun-18,0.538614,0.558059,0.534595,0.549621,"255,400,000","21,138,071,552"
18-Jun-18,0.52882,0.547794,0.511833,0.537495,"276,527,008","20,753,696,768"
17-Jun-18,0.535536,0.538881,0.525215,0.528216,"166,028,000","21,017,262,080"
16-Jun-18,0.537106,0.539293,0.523588,0.534784,"202,682,000","21,078,878,208"
15-Jun-18,0.560062,0.560062,0.534301,0.537707,"241,684,992","21,979,799,552"
14-Jun-18,0.535435,0.57059,0.526614,0.561306,"379,824,992","21,012,770,816"
13-Jun-18,0.562845,0.564642,0.517036,0.534663,"359,864,992","22,088,464,384"
12-Jun-18,0.602136,0.602139,0.556653,0.562933,"309,544,000","23,630,413,824"
11-Jun-18,0.586198,0.604066,0.568721,0.604066,"336,547,008","23,004,934,144"
10-Jun-18,0.659514,0.659514,0.561237,0.588126,"492,555,008","25,882,169,344"
9-Jun-18,0.674778,0.678893,0.659755,0.659755,"175,990,000","26,481,182,720"
8-Jun-18,0.677586,0.679668,0.660804,0.674343,"221,887,008","26,591,389,696"
7-Jun-18,0.675313,0.688223,0.673146,0.678128,"244,568,000","26,500,311,040"
6-Jun-18,0.677901,0.681668,0.660059,0.674797,"273,966,016","26,601,873,408"
5-Jun-18,0.661898,0.68384,0.641428,0.677015,"386,328,000","25,973,901,312"
4-Jun-18,0.692466,0.703623,0.644603,0.661425,"558,131,008","27,173,410,816"
3-Jun-18,0.643412,0.673594,0.640891,0.671205,"327,804,000","25,248,462,848"
2-Jun-18,0.623462,0.648982,0.619477,0.643451,"315,206,016","24,465,598,464"
1-Jun-18,0.612893,0.624824,0.609069,0.623364,"263,088,000","24,019,240,960"
31-May-18,0.603452,0.621636,0.596089,0.612622,"283,328,000","23,649,263,616"
30-May-18,0.603769,0.627679,0.590058,0.605817,"320,604,992","23,661,682,688"
29-May-18,0.556084,0.610749,0.551635,0.601241,"380,744,000","21,792,913,408"
28-May-18,0.608368,0.609781,0.552299,0.552299,"327,903,008","23,841,910,784"
27-May-18,0.61204,0.612884,0.603328,0.607881,"186,963,008","23,985,823,744"
26-May-18,0.610118,0.626494,0.6038,0.612708,"213,242,000","23,910,506,496"
25-May-18,0.632924,0.636208,0.603334,0.611001,"289,816,000","24,804,259,840"
24-May-18,0.599207,0.640258,0.589272,0.631997,"440,532,992","23,482,884,096"
23-May-18,0.648634,0.649121,0.586997,0.599594,"482,480,992","25,419,945,984"
22-May-18,0.682151,0.682933,0.644588,0.645567,"234,712,992","26,733,486,080"
21-May-18,0.700441,0.703051,0.676203,0.681587,"250,480,992","27,450,261,504"
20-May-18,0.677258,0.704614,0.673348,0.700244,"275,614,016","26,541,729,792"
19-May-18,0.680759,0.69045,0.665896,0.676713,"249,039,008","26,678,913,024"
18-May-18,0.6654,0.685625,0.65339,0.680294,"344,944,000","26,077,022,208"
17-May-18,0.713388,0.714618,0.661213,0.66731,"337,999,008","27,957,649,408"
16-May-18,0.69592,0.714081,0.669438,0.714081,"429,641,984","27,273,091,072"
15-May-18,0.738938,0.752269,0.692667,0.698588,"422,980,000","28,958,941,184"
14-May-18,0.744701,0.756983,0.707693,0.740898,"613,462,016","29,184,794,624"
13-May-18,0.698085,0.758977,0.680971,0.745748,"532,488,000","27,357,941,760"
12-May-18,0.685772,0.714918,0.639771,0.696735,"596,684,992","26,875,392,000"
11-May-18,0.756578,0.761326,0.656026,0.684948,"991,409,024","29,641,412,608"
10-May-18,0.803212,0.808914,0.757342,0.758237,"399,324,000","31,468,457,984"
9-May-18,0.813393,0.819969,0.7703,0.802043,"611,574,976","31,867,320,320"
8-May-18,0.833086,0.846992,0.803568,0.81397,"465,040,992","32,638,867,456"
7-May-18,0.871214,0.871236,0.812933,0.832641,"602,534,976","34,132,639,744"
6-May-18,0.904235,0.918675,0.855972,0.871424,"640,057,024","35,426,365,440"
5-May-18,0.895562,0.922354,0.895562,0.905103,"668,800,000","35,086,573,568"
4-May-18,0.881536,0.927695,0.866922,0.895442,"1,007,609,984","34,537,046,016"
3-May-18,0.85898,0.892916,0.847319,0.884466,"725,228,992","33,632,360,448"
2-May-18,0.839355,0.86428,0.831713,0.859094,"544,425,984","32,863,961,088"
1-May-18,0.838355,0.842069,0.797826,0.841407,"630,809,024","32,818,413,568"
30-Apr-18,0.871404,0.876788,0.831208,0.837938,"575,363,968","34,112,151,552"
29-Apr-18,0.864399,0.904945,0.83448,0.872778,"896,313,984","33,837,930,496"
28-Apr-18,0.812063,0.887591,0.812063,0.863804,"788,718,976","31,789,191,168"
27-Apr-18,0.851139,0.859641,0.813885,0.813885,"673,793,024","33,318,862,848"
26-Apr-18,0.801774,0.852414,0.771787,0.852414,"1,028,590,016","31,386,415,104"
25-Apr-18,0.932771,0.932771,0.779231,0.800607,"1,614,050,048","36,514,459,648"
24-Apr-18,0.876012,0.96561,0.873566,0.934781,"1,572,930,048","34,292,535,296"
23-Apr-18,0.866578,0.88629,0.863304,0.876657,"674,545,024","33,902,962,688"
22-Apr-18,0.86682,0.911901,0.848091,0.869995,"946,398,976","33,912,430,592"
21-Apr-18,0.925021,0.925021,0.821113,0.873103,"1,563,970,048","36,189,405,184"
20-Apr-18,0.791172,0.938354,0.791172,0.924465,"2,344,069,888","30,952,869,888"
19-Apr-18,0.712059,0.791976,0.706841,0.791976,"878,328,000","27,857,733,632"
18-Apr-18,0.657052,0.721426,0.657052,0.708932,"624,049,024","25,705,693,184"
17-Apr-18,0.66489,0.677356,0.654346,0.656933,"442,352,992","26,012,346,368"
16-Apr-18,0.682296,0.687165,0.63861,0.663297,"531,996,000","26,693,345,280"
15-Apr-18,0.634883,0.682534,0.634143,0.682534,"609,636,992","24,838,377,472"
14-Apr-18,0.63738,0.661508,0.616307,0.632184,"626,268,032","24,936,069,120"
13-Apr-18,0.630093,0.693112,0.605816,0.638087,"1,245,170,048","24,650,981,376"
12-Apr-18,0.538657,0.644518,0.506543,0.628737,"1,346,739,968","21,058,555,904"
11-Apr-18,0.492568,0.548455,0.489026,0.539506,"341,707,008","19,256,721,408"
10-Apr-18,0.492134,0.493645,0.482839,0.491931,"154,495,008","19,239,753,728"
9-Apr-18,0.501201,0.512142,0.482573,0.491855,"271,775,008","19,594,213,376"
8-Apr-18,0.488227,0.501418,0.487591,0.500398,"137,548,000","19,086,993,408"
7-Apr-18,0.476851,0.495667,0.474575,0.487867,"209,076,000","18,642,259,968"
6-Apr-18,0.494781,0.49809,0.465615,0.476431,"218,156,000","19,343,226,880"
5-Apr-18,0.50195,0.505882,0.48449,0.495801,"358,755,008","19,623,483,392"
4-Apr-18,0.554569,0.563117,0.498487,0.501631,"415,257,984","21,680,592,896"
3-Apr-18,0.501533,0.562698,0.499658,0.558044,"578,238,976","19,607,187,456"
2-Apr-18,0.486067,0.510446,0.478596,0.500688,"262,342,000","19,002,546,176"
1-Apr-18,0.513854,0.515437,0.466223,0.485081,"297,868,992","20,088,877,056"
31-Mar-18,0.510617,0.529406,0.505167,0.512353,"293,208,000","19,962,322,944"
30-Mar-18,0.513268,0.531276,0.484362,0.509565,"518,219,008","20,065,822,720"
29-Mar-18,0.577767,0.57864,0.511511,0.511511,"420,550,016","22,587,353,088"
28-Mar-18,0.577511,0.594023,0.572828,0.578002,"258,298,000","22,577,346,560"
27-Mar-18,0.599026,0.604332,0.565132,0.577917,"351,380,992","23,418,449,920"
26-Mar-18,0.642683,0.644121,0.585922,0.599463,"384,504,992","25,125,197,824"
25-Mar-18,0.638632,0.657213,0.631901,0.641875,"229,352,000","24,966,815,744"
24-Mar-18,0.646214,0.679608,0.640516,0.641265,"390,740,000","25,263,249,408"
23-Mar-18,0.663111,0.663111,0.625258,0.643174,"387,164,000","25,923,799,040"
22-Mar-18,0.693145,0.701351,0.636741,0.662743,"449,041,984","27,097,866,240"
21-Mar-18,0.713055,0.72061,0.679162,0.693664,"527,324,000","27,876,229,120"
20-Mar-18,0.736759,0.736759,0.673427,0.709808,"814,275,968","28,802,932,736"
19-Mar-18,0.672126,0.74908,0.640012,0.74908,"1,096,930,048","26,274,572,288"
18-Mar-18,0.634466,0.677591,0.548815,0.658777,"923,606,016","24,802,369,536"
17-Mar-18,0.687745,0.689434,0.626709,0.637856,"319,824,000","26,885,122,048"
16-Mar-18,0.699063,0.71178,0.674463,0.68926,"502,740,000","27,327,555,584"
15-Mar-18,0.702913,0.730673,0.643845,0.697269,"888,345,024","27,478,089,728"
14-Mar-18,0.789569,0.79908,0.67601,0.701902,"479,148,992","30,865,598,464"
13-Mar-18,0.798451,0.805729,0.778471,0.789711,"279,679,008","31,212,996,608"
12-Mar-18,0.832127,0.838328,0.787882,0.801048,"355,031,008","32,529,475,584"
11-Mar-18,0.795765,0.840407,0.775737,0.831122,"472,972,000","31,108,007,936"
10-Mar-18,0.854872,0.860443,0.793736,0.796627,"402,670,016","33,418,606,592"
9-Mar-18,0.826122,0.856182,0.751485,0.849761,"989,203,008","32,294,725,632"
8-Mar-18,0.872508,0.888562,0.825387,0.825857,"499,496,000","34,108,028,928"
7-Mar-18,0.924378,0.930659,0.824895,0.87121,"809,598,016","36,135,747,584"
6-Mar-18,0.954448,0.991306,0.916863,0.922887,"875,180,032","37,311,221,760"
5-Mar-18,1.01,1.08,0.956116,0.959368,"1,706,819,968","39,650,660,352"
4-Mar-18,0.906008,1.03,0.895618,1.01,"797,225,984","35,417,632,768"
3-Mar-18,0.908786,0.926512,0.903604,0.907804,"280,852,992","35,526,213,632"
2-Mar-18,0.926638,0.933912,0.902286,0.910144,"271,036,000","36,226,727,936"
1-Mar-18,0.904131,0.953796,0.89063,0.928347,"475,256,992","35,346,825,216"
28-Feb-18,0.944697,0.95555,0.903787,0.904583,"329,529,984","36,932,734,976"
27-Feb-18,0.959302,0.97258,0.944977,0.947305,"312,712,992","37,503,721,472"
26-Feb-18,0.943704,0.970906,0.913403,0.956859,"458,612,992","36,893,913,088"
25-Feb-18,0.951977,0.967597,0.915279,0.943487,"360,271,008","37,217,333,248"
24-Feb-18,0.997659,1.01,0.929456,0.954402,"489,920,000","39,003,295,744"
23-Feb-18,0.934176,1.03,0.898286,0.998855,"896,403,968","36,441,473,024"
22-Feb-18,1.01,1.05,0.922458,0.941788,"889,707,008","39,487,447,040"
21-Feb-18,1.08,1.1,0.998881,1.02,"871,526,016","42,207,633,408"
20-Feb-18,1.14,1.17,1.08,1.09,"806,673,024","44,648,144,896"
19-Feb-18,1.12,1.17,1.12,1.14,"556,304,000","43,813,257,216"
18-Feb-18,1.2,1.21,1.09,1.12,"1,113,650,048","46,997,520,384"
17-Feb-18,1.14,1.22,1.13,1.2,"1,186,729,984","44,370,235,392"
16-Feb-18,1.14,1.15,1.11,1.14,"568,339,008","44,663,255,040"
15-Feb-18,1.14,1.16,1.11,1.15,"1,188,530,048","44,433,596,416"
14-Feb-18,1.03,1.17,1.02,1.14,"1,457,600,000","40,026,513,408"
13-Feb-18,1.08,1.08,1.01,1.03,"921,100,032","42,119,847,936"
12-Feb-18,1.01,1.11,1.01,1.08,"1,756,290,048","39,262,732,288"
11-Feb-18,1.07,1.08,0.929767,1,"2,555,310,080","41,635,549,184"
10-Feb-18,0.947251,1.3,0.947251,1.07,"4,682,010,112","36,951,531,520"
9-Feb-18,0.79714,0.954428,0.77154,0.954428,"1,690,339,968","31,095,808,000"
8-Feb-18,0.729252,0.80697,0.722611,0.805263,"947,315,008","28,447,537,152"
7-Feb-18,0.774576,0.805478,0.70695,0.723895,"1,133,369,984","30,215,620,608"
6-Feb-18,0.705121,0.786004,0.58836,0.776393,"2,361,139,968","27,506,202,624"
5-Feb-18,0.825943,0.833866,0.675827,0.691799,"1,286,179,968","32,219,402,240"
4-Feb-18,0.913418,0.952947,0.796821,0.815703,"1,190,960,000","35,631,726,592"
3-Feb-18,0.891992,0.974799,0.761635,0.924043,"1,988,960,000","34,795,925,504"
2-Feb-18,0.960642,0.960642,0.635185,0.884784,"3,529,760,000","37,473,906,688"
1-Feb-18,1.16,1.16,0.930378,0.96253,"1,410,419,968","44,971,470,848"
31-Jan-18,1.13,1.19,1.04,1.16,"1,264,029,952","43,800,784,896"
30-Jan-18,1.33,1.33,1.13,1.14,"1,134,640,000","51,452,428,288"
29-Jan-18,1.4,1.41,1.3,1.32,"1,073,680,000","54,204,256,256"
28-Jan-18,1.22,1.44,1.22,1.4,"1,327,360,000","47,412,498,432"
27-Jan-18,1.22,1.24,1.19,1.22,"689,100,992","47,180,193,792"
26-Jan-18,1.31,1.33,1.13,1.22,"2,037,570,048","50,706,432,000"
25-Jan-18,1.36,1.38,1.29,1.31,"986,067,968","52,811,091,968"
24-Jan-18,1.35,1.42,1.31,1.36,"1,853,440,000","52,380,082,176"
23-Jan-18,1.35,1.43,1.2,1.34,"2,977,080,064","52,421,304,320"
22-Jan-18,1.39,1.43,1.16,1.36,"2,642,510,080","53,909,807,104"
21-Jan-18,1.58,1.58,1.34,1.38,"2,840,750,080","61,061,906,432"
20-Jan-18,1.56,1.63,1.5,1.58,"2,346,449,920","60,543,016,960"
19-Jan-18,1.58,1.7,1.5,1.55,"3,697,430,016","61,291,933,696"
18-Jan-18,1.31,1.73,1.26,1.6,"9,110,439,936","50,577,063,936"
17-Jan-18,1.18,1.38,0.897797,1.31,"7,251,210,240","45,854,703,616"
16-Jan-18,1.68,1.7,0.909313,1.18,"5,687,960,064","65,018,384,384"
15-Jan-18,1.86,1.9,1.67,1.68,"1,838,460,032","71,909,433,344"
14-Jan-18,2.02,2.02,1.81,1.86,"1,978,200,064","78,195,761,152"
13-Jan-18,2.05,2.12,1.98,2.02,"2,130,169,984","79,469,690,880"
12-Jan-18,1.94,2.16,1.87,2.04,"3,330,810,112","75,172,454,400"
11-Jan-18,1.98,2.25,1.62,1.95,"6,296,119,808","76,711,796,736"
10-Jan-18,2.13,2.16,1.7,1.97,"4,833,639,936","82,511,036,416"
9-Jan-18,2.44,2.53,1.98,2.1,"3,694,700,032","94,657,470,464"
8-Jan-18,3.36,3.36,2.07,2.46,"3,315,259,904","130,301,689,856"
7-Jan-18,3.09,3.49,3.08,3.38,"2,395,150,080","119,818,665,984"
6-Jan-18,3.02,3.24,2.99,3.09,"2,777,560,064","117,032,837,120"
5-Jan-18,3.3,3.56,2.83,3.05,"6,288,500,224","127,870,451,712"
4-Jan-18,3.12,3.84,3.12,3.2,"8,103,660,032","120,763,162,624"
3-Jan-18,2.46,3.28,2.44,3.11,"6,635,879,936","95,457,181,696"
2-Jan-18,2.37,2.49,2.25,2.48,"3,171,010,048","91,791,777,792"
1-Jan-18,2.3,2.39,2.15,2.39,"1,894,230,016","88,945,876,992"
31-Dec-17,2.1,2.39,1.87,2.3,"4,642,079,744","81,162,567,680"
30-Dec-17,2.2,2.85,2.04,2.16,"8,108,389,888","85,187,403,776"
29-Dec-17,1.44,2.27,1.44,2.21,"7,545,739,776","55,767,523,328"
28-Dec-17,1.39,1.5,1.26,1.43,"2,843,300,096","53,998,227,456"
27-Dec-17,1.18,1.47,1.18,1.4,"2,854,259,968","45,875,695,616"
26-Dec-17,1.12,1.19,1.09,1.19,"938,846,976","43,455,410,176"
25-Dec-17,1.05,1.13,1,1.12,"686,014,016","40,506,048,512"
24-Dec-17,1.18,1.18,0.911226,1.04,"754,958,976","45,541,052,416"
23-Dec-17,1.17,1.21,1.08,1.17,"1,497,590,016","45,167,607,808"
22-Dec-17,1.17,1.38,0.741013,1.14,"4,644,700,160","45,189,533,696"
21-Dec-17,0.782515,1.24,0.782515,1.19,"3,626,109,952","30,313,959,424"
20-Dec-17,0.787171,0.789044,0.730953,0.775964,"1,007,420,032","30,494,347,264"
19-Dec-17,0.777447,0.863536,0.756724,0.791257,"1,449,670,016","30,117,617,664"
18-Dec-17,0.728036,0.792014,0.689323,0.778407,"1,342,720,000","28,203,479,040"
17-Dec-17,0.754125,0.765981,0.719929,0.728366,"805,200,000","29,214,173,184"
16-Dec-17,0.755493,0.815923,0.741667,0.758642,"1,334,770,048","29,267,144,704"
15-Dec-17,0.86176,0.86176,0.666114,0.756181,"3,194,210,048","33,383,858,176"
14-Dec-17,0.470648,0.892267,0.466401,0.864263,"6,358,700,032","18,232,489,984"
13-Dec-17,0.372689,0.513768,0.342964,0.471063,"2,738,759,936","14,437,636,096"
12-Dec-17,0.252258,0.434102,0.250961,0.373541,"1,555,040,000","9,772,241,920"
11-Dec-17,0.236574,0.252777,0.235804,0.251691,"176,100,992","9,164,665,856"
10-Dec-17,0.245548,0.245548,0.229304,0.237333,"198,174,000","9,512,332,288"
9-Dec-17,0.252162,0.255684,0.240073,0.244708,"205,288,992","9,768,543,232"
8-Dec-17,0.223636,0.278673,0.222168,0.252125,"660,172,032","8,663,455,744"
7-Dec-17,0.232623,0.23376,0.22134,0.222823,"275,204,992","9,011,627,008"
